WarNum,WarName,WarType,ccode,StateName,Side,StartYear,EndYear,Initiator,Outcome,WhereFought,BatDeath
518,First Syrian,5,640,Ottoman Empire,1,1831,1832,,2,6,12000
518,First Syrian,5,,Egyptians,2,1831,1832,,2,6,12000
518,First Syrian,5,,Bashir,2,1831,1832,,2,6,12000
520,First Mexican,4,70,Mexico,1,1832,1832,,2,1,
520,First Mexican,4,,Liberals,2,1832,1832,,2,1,
521,Egypt- Palestinian Anti-Conscription Revolt,6,,Palestinians,1,1834,1834,,2,6,2000
521,Egypt- Palestinian Anti-Conscription Revolt,6,,Egypt,2,1834,1834,,2,6,2000
522,First Carlist War,4,235,Portugal,1,1835,1836,,1,2,
522,First Carlist War,4,230,Spain,1,1834,1840,,1,2,125000
522,First Carlist War,4,220,France,1,1835,1839,,1,2,
522,First Carlist War,4,200,United Kingdom,1,1835,1837,,1,2,
522,First Carlist War,4,,Carlists,2,1834,1840,,1,2,125000
523,Second Murid,5,365,Russia,1,1834,1834,,7,2,
523,Second Murid,5,,Shamil,2,1834,1834,,7,2,
525,Cabanos Revolt,5,140,Brazil,1,1835,1837,,1,1,
525,Cabanos Revolt,5,,Cabanos,2,1835,1837,,1,1,
526,Farroupilha War,5,140,Brazil,1,1835,1845,,1,1,
526,Farroupilha War,5,,Farrapos,2,1835,1845,,1,1,
527,Texan,5,70,Mexico,1,1835,1836,,2,1,2200
527,Texan,5,,Texans,2,1835,1836,,2,1,2200
528,First Bosnian,5,640,Ottoman Empire,1,1836,1837,,1,2,
528,First Bosnian,5,,Bosnians,2,1836,1837,,1,2,
530,Third Murid,5,365,Russia,1,1836,1852,,1,2,
530,Third Murid,5,,Shamil,2,1836,1852,,1,2,
531,Sabinada Rebellion,5,140,Brazil,1,1837,1838,,1,1,1800
531,Sabinada Rebellion,5,,Bahian Sabinada,2,1837,1838,,1,1,1800
532,Druze Rebellion,6,,Egypt,1,1837,1838,,1,6,
532,Druze Rebellion,6,,Bashir,1,1837,1838,,1,6,
532,Druze Rebellion,6,,Druze,2,1837,1838,,1,6,
532,Druze Rebellion,6,,Druze,2,1837,1838,,1,6,
533,"Second Syrian,Phase 1",5,640,Ottoman Empire,1,1839,1839,,2,6,3000
533,"Second Syrian,Phase 1",5,,Egypt,2,1839,1839,,2,6,3000
535,Lebanon Insurgency,6,,Lebanese Maronites,1,1840,1840,,2,6,4500
535,Lebanon Insurgency,6,,Lebanese Maronites,1,1840,1840,,2,6,4500
535,Lebanon Insurgency,6,,Amir Bashir,2,1840,1840,,2,6,4500
535,Lebanon Insurgency,6,,Egypt,2,1840,1840,,2,6,4500
536,First Colombian,4,100,Colombia,1,1840,1842,,2,1,
536,First Colombian,4,,Progressives,2,1840,1842,,2,1,
537,"Second Syrian,Phase 2",5,200,United Kingdom,1,1840,1840,,1,6,6
537,"Second Syrian,Phase 2",5,640,Ottoman Empire,1,1840,1840,,1,6,27000
537,"Second Syrian,Phase 2",5,,Egypt,2,1840,1840,,1,6,27000
538,"First Argentina War,Phase 2",4,160,Argentina,1,1841,1842,,1,1,3300
538,"First Argentina War,Phase 2",4,,Unitarios,2,1841,1842,,1,1,3300
540,Second Bosnian,5,640,Ottoman Empire,1,1841,1841,,1,2,
540,Second Bosnian,5,,Bosnians,2,1841,1841,,1,2,
541,Triangular Revolt,4,70,Mexico,1,1841,1841,,2,1,
541,Triangular Revolt,4,,Military,2,1841,1841,,2,1,
542,Karbala Revolt,5,640,Ottoman Empire,1,1842,1843,,1,6,4600
542,Karbala Revolt,5,,Karbala,2,1842,1843,,1,6,4600
543,First Maronite-Druze,7,,Maronites,1,1845,1845,,2,6,3000
543,First Maronite-Druze,7,,Druze,2,1845,1845,,2,6,3000
545,"Mayan Caste War,Phase 1",6,,Mayans,1,1847,1848,,4,1,
545,"Mayan Caste War,Phase 1",6,,Yucutan,2,1847,1848,,4,1,
546,Second Carlist,4,230,Spain,1,1847,1849,,1,2,10000
546,Second Carlist,4,,Carlists,2,1847,1849,,1,2,10000
547,Second Two Sicilies,4,329,Two Sicilies,1,1848,1848,,1,2,
547,Second Two Sicilies,4,,Liberals,2,1848,1848,,1,2,
548,First Venezuelan,4,101,Venezuela,1,1848,1849,,1,1,
548,First Venezuelan,4,,Paez led Conservatives,2,1848,1849,,1,1,
550,Viennese Revolt,4,300,Austria,1,1848,1848,,1,2,3249
550,Viennese Revolt,4,,Viennese,2,1848,1848,,1,2,3249
551,Milan Five Day Revolt,5,300,Austria,1,1848,1848,,4,2,1030
551,Milan Five Day Revolt,5,,Milan,2,1848,1848,,4,2,1030
552,Second French Insurrection,4,220,France,1,1848,1848,,1,2,2800
552,Second French Insurrection,4,,Radicals,2,1848,1848,,1,2,2800
553,"Mayan Caste War,Phase 2",5,70,Mexico,1,1848,1855,,1,1,
553,"Mayan Caste War,Phase 2",5,,Yucatan Maya,2,1848,1855,,1,1,
554,Hungarian,5,300,Austria,1,1848,1849,,1,2,66000
554,Hungarian,5,365,Russia,1,1849,1849,,1,2,
554,Hungarian,5,,Hungary,2,1848,1849,,1,2,66000
555,First Chilean,4,155,Chile,1,1851,1851,,1,1,4000
555,First Chilean,4,,Liberals,2,1851,1851,,1,1,4000
556,First Turco-Montenegrin,5,640,Ottoman Empire,1,1852,1853,,2,2,
556,First Turco-Montenegrin,5,640,Ottoman Empire,1,1852,1853,,2,2,
556,First Turco-Montenegrin,5,,Montenegro,2,1852,1853,,2,2,
556,First Turco-Montenegrin,5,,Hercegovina,2,1852,1853,,2,2,
557,First Peru,4,135,Peru,1,1853,1855,,2,1,
557,First Peru,4,,Liberals,2,1853,1855,,2,1,
558,Puebla War,4,70,Mexico,1,1855,1856,,1,1,3600
558,Puebla War,4,,Puebla,2,1855,1856,,1,1,3600
560,Second Peru,4,135,Peru,1,1856,1858,,1,1,
560,Second Peru,4,,Conservatives,2,1856,1858,,1,1,
561,Mexican Reform,4,70,Mexico,1,1858,1861,,4,1,
561,Mexican Reform,4,,Liberals,2,1858,1861,,4,1,
562,Second Turco-Montenegrin,5,640,Ottoman Empire,1,1858,1859,,2,2,4400
562,Second Turco-Montenegrin,5,,Montenegrins,2,1858,1859,,2,2,4400
563,Second Venezuelan/Federalist,4,101,Venezuela,1,1859,1863,,2,1,20000
563,Second Venezuelan/Federalist,4,,Liberals,2,1859,1863,,2,1,20000
565,Second Colombian,4,100,Colombia,1,1860,1861,,2,1,
565,Second Colombian,4,,Liberals,2,1860,1861,,2,1,
566,Second Maronite-Druze,7,,Maronites,1,1860,1860,,2,6,9500
566,Second Maronite-Druze,7,,Druze,2,1860,1860,,2,6,9500
567,"Taiping Rebellion,Phase 2",4,710,China,1,1860,1866,,1,7,111000
567,"Taiping Rebellion,Phase 2",4,200,United Kingdom,1,1862,1862,,1,7,
567,"Taiping Rebellion,Phase 2",4,,Taipings,2,1860,1866,,1,7,111000
568,Second Nien Revolt,5,710,China,1,1860,1868,,1,7,
568,Second Nien Revolt,5,,Niens,2,1860,1868,,1,7,
570,Miao Revolt Phase 2,5,710,China,1,1860,1872,,1,7,
570,Miao Revolt Phase 2,5,,Miaos,2,1860,1872,,1,7,
571,Panthay Rebellion Phase 2,5,710,China,1,1860,1872,,1,7,
571,Panthay Rebellion Phase 2,5,,Muslims,2,1860,1872,,1,7,
572,U.S. Civil War,5,2,United States of America,1,1861,1865,,1,1,618000
572,U.S. Civil War,5,,Confederacy,2,1861,1865,,1,1,618000
573,Third Buenos Aires,5,160,Argentina,1,1861,1861,,2,1,1000
573,Third Buenos Aires,5,,Buenos Aires,2,1861,1861,,2,1,1000
575,Third Turco-Montenegrin,5,640,Turkey,1,1861,1862,,3,2,
575,Third Turco-Montenegrin,5,,Montenegro,2,1861,1862,,3,2,
576,Tungan Rebellion,5,710,China,1,1862,1873,,1,7,
576,Tungan Rebellion,5,,Muslims  in Sinkiang,2,1862,1873,,1,7,
577,Sioux-Minnesota,6,,Santee Sioux,1,1862,1862,,2,1,1068
577,Sioux-Minnesota,6,,Santee Sioux,1,1862,1862,,2,1,1068
577,Sioux-Minnesota,6,,Settlers,2,1862,1862,,2,1,1068
577,Sioux-Minnesota,6,,militia,2,1862,1862,,2,1,1068
578,Bolivan Perez Rebellion,4,145,Boliva,1,1862,1862,,1,1,
578,Bolivan Perez Rebellion,4,,Gregorio Perez's followers,2,1862,1862,,1,1,
580,Second Polish,5,365,Russia,1,1863,1864,,1,2,16500
580,Second Polish,5,,Poles,2,1863,1864,,1,2,16500
581,Second Argentina,4,160,Argentina,1,1863,1863,,1,1,
581,Second Argentina,4,,Montoneros,2,1863,1863,,1,1,
582,Xinjiang Muslim Revolt,5,365,Russia,1,1871,1871,,2,7,
582,Xinjiang Muslim Revolt,5,710,China,1,1864,1871,,2,7,
582,Xinjiang Muslim Revolt,5,,Muslims,2,1864,1871,,2,7,
583,First  Cretan,5,640,Ottoman Empire,1,1866,1867,,1,2,
583,First  Cretan,5,,Cretans,2,1866,1867,,1,2,
585,Yellow Cliff Revolt,5,710,China,1,1866,,,1,7,
585,Yellow Cliff Revolt,5,,Zhang Jizhong's followers,2,1866,,,1,7,
586,Third Argentina,4,160,Argentina,1,1866,1867,,1,1,
586,Third Argentina,4,,Montoneros,2,1866,1867,,1,1,
587,Queretaro,4,70,Mexico,1,1867,1867,,2,1,2500
587,Queretaro,4,,Liberals,2,1867,1867,,2,1,2500
588,Meiji Restoration,4,740,Japan,1,1868,1868,,1,7,
588,Meiji Restoration,4,,Tokugawa,2,1868,1868,,1,7,
590,Third Venezuelan,4,101,Venezuela,1,1868,1868,,2,1,
590,Third Venezuelan,4,,Conservatives,2,1868,1868,,2,1,
591,Spanish Liberals,4,230,Spain,1,1868,1868,,2,2,
591,Spanish Liberals,4,,Liberals,2,1868,1868,,2,2,
592,Guerre des Cacos,4,41,Haiti,1,1869,1869,,2,1,
592,Guerre des Cacos,4,,Black peasants,2,1869,1869,,2,1,
593,Fourth Argentina,5,160,Argentina,1,1870,1871,,1,1,
593,Fourth Argentina,5,,Entre Rios Province,2,1870,1871,,1,1,
595,Bolivia-Criollos,4,145,Bolivia,1,1870,1871,,2,1,
595,Bolivia-Criollos,4,,Crillos,2,1870,1871,,2,1,
596,Paris Commune,4,220,France,1,1871,1871,,1,2,25879
596,Paris Commune,4,,Communards,2,1871,1871,,1,2,25879
597,Third Carlist,4,230,Spain,1,1872,1876,,1,2,50000
597,Third Carlist,4,,Carlists,2,1872,1876,,1,2,50000
598,Catonalist Uprising,5,230,Spain,1,1874,1875,,1,2,
598,Catonalist Uprising,5,,Rebel cities,2,1874,1875,,1,2,
600,Fifth Argentina,4,160,Argentina,1,1874,1874,,1,1,
600,Fifth Argentina,4,,Mitre led Rebels,2,1874,1874,,1,1,
601,"Bosnia,Bulgaria Revolt",5,640,Ottoman Empire,1,1875,1876,,4,2,9000
601,"Bosnia,Bulgaria Revolt",5,640,Ottoman Empire,1,1875,1876,,4,2,9000
601,"Bosnia,Bulgaria Revolt",5,,Bosnia,2,1875,1876,,4,2,9000
601,"Bosnia,Bulgaria Revolt",5,,Bulgaria,2,1875,1876,,4,2,9000
602,Diaz Revolt,4,70,Mexico,1,1876,1876,,2,1,
602,Diaz Revolt,4,,Rebels,2,1876,1876,,2,1,
603,Defeat of Xinjiang Muslims,5,710,China,1,1876,1877,,1,7,
603,Defeat of Xinjiang Muslims,5,,Muslims,2,1876,1877,,1,7,
605,Third Colombian,4,100,Colombia,1,1876,1877,,1,1,3870
605,Third Colombian,4,,Conservatives,2,1876,1877,,1,1,3870
607,Satsuma Rebellion,5,740,Japan,1,1877,1877,,1,7,17000
607,Satsuma Rebellion,5,,Satsumas,2,1877,1877,,1,7,17000
608,Argentine Indians,5,160,Argentina,1,1879,1880,,1,1,1700
608,Argentine Indians,5,,Indians,2,1879,1880,,1,1,1700
610,Fourth Buenos Aires,5,160,Argentina,1,1880,1880,,1,1,1200
610,Fourth Buenos Aires,5,,Buenos Aires,2,1880,1880,,1,1,1200
611,Haitian Civil War,4,41,Haiti,1,1883,1884,,1,1,8100
611,Haitian Civil War,4,,Liberals,2,1883,1884,,1,1,8100
612,Fourth Colombian,4,100,Colombia,1,1884,1885,,1,1,1000
612,Fourth Colombian,4,,Liberals,2,1884,1885,,1,1,1000
613,Peru's National Problem,5,135,Peru,1,1885,1885,,1,1,2200
613,Peru's National Problem,5,,Indians,2,1885,1885,,1,1,2200
616,First Yemen Rebellion,5,640,Ottoman Empire,1,1890,1892,,1,6,
616,First Yemen Rebellion,5,,Zaidi Imam,2,1890,1892,,1,6,
617,Second Chilean,4,155,Chile,1,1891,1891,,2,1,1700
617,Second Chilean,4,,Congressists,2,1891,1891,,2,1,1700
618,Zaili-Jinden Revolt,5,710,China,1,1891,1891,,1,7,10500
618,Zaili-Jinden Revolt,5,710,China,1,1891,1891,,1,7,10500
618,Zaili-Jinden Revolt,5,,Zaili,2,1891,1891,,1,7,10500
618,Zaili-Jinden Revolt,5,,Jindan Sects,2,1891,1891,,1,7,10500
620,Brazil Federalists,5,140,Brazil,1,1893,1894,,1,1,
620,Brazil Federalists,5,,Rio Grande do Sul,2,1893,1894,,1,1,
621,Brazil Naval,4,140,Brazil,1,1893,1894,,1,1,
621,Brazil Naval,4,,Naval Royalists,2,1893,1894,,1,1,
623,Tonghak Rebellion,4,740,Japan,1,1894,1894,,1,7,
623,Tonghak Rebellion,4,730,Korea,1,1894,1894,,1,7,
623,Tonghak Rebellion,4,,Tonghak Society,2,1894,1894,,1,7,
625,Third Peru,4,135,Peru,1,1894,1895,,2,1,
625,Third Peru,4,,Liberals,2,1894,1895,,2,1,
626,Fifth Colombian,4,100,Colombia,1,1895,1895,,1,1,1200
626,Fifth Colombian,4,,Liberals,2,1895,1895,,1,1,1200
627,Ecuador Liberals,4,130,Ecuador,1,1895,1895,,2,1,1000
627,Ecuador Liberals,4,,liberal caudillos,2,1895,1895,,2,1,1000
628,First Gansu Muslim,5,710,China,1,1895,1896,,1,7,
628,First Gansu Muslim,5,,Gansu Muslims,2,1895,1896,,1,7,
630,Druze-Turkish,5,640,Ottoman Empire,1,1895,1896,,1,6,
630,Druze-Turkish,5,,Druze,2,1895,1896,,1,6,
631,Second Cretan,5,640,Ottoman Empire,1,1896,1897,,4,2,
631,Second Cretan,5,,Cretan Muslims,2,1896,1897,,4,2,
632,Third Brazil-Canudos,5,140,Brazil,1,1896,1897,,1,1,5200
632,Third Brazil-Canudos,5,,Canudos,2,1896,1897,,1,1,5200
633,Fourth Venezuelan,4,101,Venezuela,1,1899,1899,,2,1,2100
633,Fourth Venezuelan,4,,Castro Led Rebels,2,1899,1899,,2,1,2100
635,Second Yaqui War,5,70,Mexico,1,1899,1900,,1,1,1600
635,Second Yaqui War,5,,Yaqui Indians,2,1899,1900,,1,1,1600
636,Sixth Colombian (War of the 1000 Days),4,100,Colombia,1,1899,1902,,1,1,100000
636,Sixth Colombian (War of the 1000 Days),4,,Liberals,2,1899,1902,,1,1,100000
638,Fifth Venezuelan,4,101,Venezuela,1,1901,1903,,1,1,4000
638,Fifth Venezuelan,4,,Matos Led Rebels,2,1901,1903,,1,1,4000
640,Ilinden,5,640,Ottoman Empire,1,1903,1903,,1,2,6330
640,Ilinden,5,,IMRO Rebels,2,1903,1903,,1,2,6330
641,First Uruguay,4,165,Uruguay,1,1904,1904,,1,1,
641,First Uruguay,4,,Blancos,2,1904,1904,,1,1,
642,Second Yemen Rebellion,5,640,Ottoman Empire,1,1904,1906,,6,6,
642,Second Yemen Rebellion,5,,Imam Yahya's forces,2,1904,1906,,6,6,
643,Bloody Sunday,4,365,Russia,1,1905,1906,,1,2,
643,Bloody Sunday,4,365,Russia,1,1905,1906,,1,2,
643,Bloody Sunday,4,,Workers,2,1905,1906,,1,2,
643,Bloody Sunday,4,,Peasants,2,1905,1906,,1,2,
645,Romanian Peasant Revolt,4,360,Romania,1,1907,1907,,1,2,
645,Romanian Peasant Revolt,4,,Peasants,2,1907,1907,,1,2,
646,Overthrow of Abd el-Aziz,4,220,France,1,1907,1908,,2,6,
646,Overthrow of Abd el-Aziz,4,600,Morocco,1,1907,1908,,2,6,1200
646,Overthrow of Abd el-Aziz,4,,Mulai el-Hafid,2,1907,1908,,2,6,1200
647,Iranian Constitution War,4,365,Russia,1,1909,1909,,2,6,
647,Iranian Constitution War,4,630,Iran,1,1908,1909,,2,6,
647,Iranian Constitution War,4,,Constitutionalists,2,1908,1909,,2,6,
648,Young Turks Counter-coup,4,640,Ottoman Empire,1,1909,1909,,1,6,
648,Young Turks Counter-coup,4,,Anti-government troops,2,1909,1909,,1,6,
650,Second Albanian Revolt,5,640,Ottoman Empire,1,1910,1912,,4,2,
650,Second Albanian Revolt,5,,Albania,2,1910,1912,,4,2,
651,Asir-Yemen Revolt,5,640,Ottoman Empire,1,1910,1911,,6,6,9000
651,Asir-Yemen Revolt,5,640,Ottoman Empire,1,1910,1911,,6,6,9000
651,Asir-Yemen Revolt,5,640,Ottoman Empire,1,1910,1911,,6,6,9000
651,Asir-Yemen Revolt,5,,Yemen,2,1910,1911,,6,6,9000
651,Asir-Yemen Revolt,5,,Asir Imam Ibn Idris,2,1910,1911,,6,6,9000
651,Asir-Yemen Revolt,5,,Sayyid Muhammad,2,1910,1911,,6,6,9000
652,Third Mexican,4,70,Mexico,1,1910,1914,,2,1,93750
652,Third Mexican,4,70,Mexico,1,1910,1914,,2,1,93750
652,Third Mexican,4,,Liberals,2,1910,1914,,2,1,93750
652,Third Mexican,4,,Radicals,2,1910,1914,,2,1,93750
656,Paraguay,4,150,Paraguay,1,1911,1912,,2,1,5000
656,Paraguay,4,,Radicals,2,1911,1912,,2,1,5000
657,First Nationalist,4,710,China,1,1911,1911,,2,7,1000
657,First Nationalist,4,,Nat. Rel. Alliance,2,1911,1911,,2,7,1000
658,Cuban Black Uprising,5,40,Cuba,1,1912,1912,,1,1,1050
658,Cuban Black Uprising,5,,Patri do Indepentente,2,1912,1912,,1,1,1050
670,Ecuadorian Civil War,5,130,Ecuador,1,1912,1914,,1,1,
670,Ecuadorian Civil War,5,,Esmeraldas province,2,1912,1914,,1,1,
671,Second Nationalist,4,710,China,1,1913,1913,,1,7,
671,Second Nationalist,4,,Republicans,2,1913,1913,,1,7,
672,China Pai Ling (White Wolf),5,710,China,1,1914,1914,,1,7,
672,China Pai Ling (White Wolf),5,,Pai-Lings,2,1914,1914,,1,7,
673,Fourth Mexican,4,2,United States,1,1915,1917,,1,1,
673,Fourth Mexican,4,70,Mexico,1,1914,1920,,1,1,31250
673,Fourth Mexican,4,,Conventionists,2,1914,1920,,1,1,31250
675,Southern China Revolt,5,710,China,1,1916,1918,,1,7,
675,Southern China Revolt,5,,Yunnan Rebels,2,1916,1918,,1,7,
676,Russia-Turkestan,5,365,Russia,1,1916,1917,,1,2,1350
676,Russia-Turkestan,5,365,Russia,1,1916,1917,,1,2,1350
676,Russia-Turkestan,5,,Kirghiz,2,1916,1917,,1,2,1350
676,Russia-Turkestan,5,,Kazaks,2,1916,1917,,1,2,1350
677,Russian Civil War,4,365,USSR,1,1917,1921,,1,2,800000
677,Russian Civil War,4,375,Finland,2,1919,1919,,1,2,
677,Russian Civil War,4,740,Japan,2,1918,1920,,1,2,
677,Russian Civil War,4,,Anti-Bolsheviks,2,1917,1921,,1,2,800000
677,Russian Civil War,4,200,United Kingdom,2,1918,1920,,1,2,
677,Russian Civil War,4,2,United States of America,2,1918,1920,,1,2,
677,Russian Civil War,4,220,France,2,1918,1919,,1,2,
680,Finnish Civil War,4,255,Germany,1,1918,1918,,1,2,
680,Finnish Civil War,4,375,Finland,1,1918,1918,,1,2,13800
680,Finnish Civil War,4,365,USSR,2,1918,1918,,1,2,
680,Finnish Civil War,4,,Red Guard,2,1918,1918,,1,2,13800
681,Western Ukrainian,6,,Ukraine Poles,1,1918,1919,,4,2,
681,Western Ukrainian,6,,Ukrainians,2,1918,1919,,4,2,
682,Sparticist Rising,7,,Socialists,1,1919,,,2,2,2170
682,Sparticist Rising,7,,German Freikorps,2,1919,,,2,2,2170
683,Hungary's Red Terror,4,310,Hungary,1,1919,1920,,2,2,1500
683,Hungary's Red Terror,4,,Anti-Communists,2,1919,1920,,2,2,1500
685,First Chinese Warlord,7,,Anhui army,1,1920,1920,,2,7,
685,First Chinese Warlord,7,,Anhui army,1,1920,1920,,2,7,
685,First Chinese Warlord,7,,Chihli,2,1920,1920,,2,7,
685,First Chinese Warlord,7,,Fengtien,2,1920,1920,,2,7,
686,Green Rebellion,5,365,USSR,1,1920,1921,,1,2,6700
686,Green Rebellion,5,,Peasants in Ta,2,1920,1921,,1,2,6700
687,Gilan Marxists,4,630,Iran,1,1920,1921,,1,6,
687,Gilan Marxists,4,365,USSR,2,1920,1921,,1,6,
687,Gilan Marxists,4,,SSRI,2,1920,1921,,1,6,
688,Italian Fascist,7,,Blackshirts,1,1920,1922,,1,2,3300
688,Italian Fascist,7,,Leftists,2,1920,1922,,1,2,3300
690,Kronstadt Rebellion,5,365,USSR,1,1921,1921,,1,2,2600
690,Kronstadt Rebellion,5,,Sailors,2,1921,1921,,1,2,2600
691,Bashmachi in Turkestan,5,365,USSR,1,1921,1923,,1,2,3500
691,Bashmachi in Turkestan,5,365,USSR,1,1921,1923,,1,2,3500
691,Bashmachi in Turkestan,5,,Basmachi,2,1921,1923,,1,2,3500
691,Bashmachi in Turkestan,5,,Enver Pasha,2,1921,1923,,1,2,3500
692,Second Chinese Warlord,7,,Chihli army,1,1922,1922,,1,7,
692,Second Chinese Warlord,7,,Fengtien army,2,1922,1922,,1,7,
693,Agrarian Rising,4,355,Bulgaria,1,1923,1923,,1,2,
693,Agrarian Rising,4,,Agrarian League,2,1923,1923,,1,2,
695,De La Huerta Rebellion,4,70,Mexico,1,1923,1924,,1,1,
695,De La Huerta Rebellion,4,,Huerta Led Rebels,2,1923,1924,,1,1,
696,Honduran Conservative,4,91,Honduras,1,1924,1924,,2,1,
696,Honduran Conservative,4,,Conservatives,2,1924,1924,,2,1,
697,First Afghan Anti-Reform,4,700,Afghanistan,1,1924,1925,,1,7,
697,First Afghan Anti-Reform,4,,Khost rebels,2,1924,1925,,1,7,
698,Third Chinese Warlord,6,,Feng Yu-Lxiang army,1,1925,1926,,2,7,
698,Third Chinese Warlord,6,,Chang Tso-lin army,2,1925,1926,,2,7,
700,Chinese Northern Expedition,4,710,War Lord Gov't.,1,1926,1928,,2,7,126000
700,Chinese Northern Expedition,4,,Guomindang,2,1926,1928,,2,7,126000
700,Chinese Northern Expedition,4,740,Japan,2,1927,1928,,2,7,
701,Cristeros Revolt,4,70,Mexico,1,1926,1929,,3,1,10000
701,Cristeros Revolt,4,,Cristeros,2,1926,1929,,3,1,10000
702,Ethiopian Northern Resistance,5,530,Ethiopia,1,1928,1930,,1,6,
702,Ethiopian Northern Resistance,5,,Northern Resistance,2,1928,1930,,1,6,
703,Second Gansu Muslim,5,710,China,1,1928,1930,,1,7,
703,Second Gansu Muslim,5,,Gansu Muslims,2,1928,1930,,1,7,
705,Second Afghan Anti-Reform,4,700,Afghanistan,1,1928,1929,,1,7,15000
705,Second Afghan Anti-Reform,4,,Habibullah,2,1928,1929,,1,7,15000
706,Intra-Guomindang,4,710,China,1,1929,1930,,1,7,
706,Intra-Guomindang,4,,War Lords,2,1929,1930,,1,7,
707,Escobar Rebellion,4,70,Mexico,1,1929,1929,,1,1,2000
707,Escobar Rebellion,4,,Escobar Led Rebels,2,1929,1929,,1,1,2000
708,Ikhwan Revolt,4,670,Saudi Arabia,1,1929,1930,,1,6,5500
708,Ikhwan Revolt,4,,Ikhwan,2,1929,1930,,1,6,5500
710,"Chinese Civil War,Phase 1",4,710,China,1,1930,1936,,6,7,500000
710,"Chinese Civil War,Phase 1",4,,Communists,2,1930,1936,,6,7,500000
711,Xinjiang Muslim Revolt,5,365,USSR,1,1934,1934,,1,7,
711,Xinjiang Muslim Revolt,5,710,China,1,1931,1934,,1,7,20000
711,Xinjiang Muslim Revolt,5,,Central Asian Rebels,2,1931,1934,,1,7,20000
712,Matanza,4,92,El Salvador,1,1932,1932,,1,1,2600
712,Matanza,4,,Leftists,2,1932,1932,,1,1,2600
713,Aprista Revolt,4,135,Peru,1,1932,1932,,1,1,1100
713,Aprista Revolt,4,,Aprista Rebels,2,1932,1932,,1,1,1100
715,Paulista Rebellion,4,140,Brazil,1,1932,1932,,1,1,
715,Paulista Rebellion,4,,Paolistas,2,1932,1932,,1,1,
716,Fukien Revolt,4,710,China,1,1934,1934,,1,7,
716,Fukien Revolt,4,,19th Route Army,2,1934,1934,,1,7,
717,Spanish Miners,5,230,Spain,1,1934,1934,,1,2,1335
717,Spanish Miners,5,,Asturian Miners,2,1934,1934,,1,2,1335
718,Spanish Civil War,4,230,Spain,1,1936,1939,,2,2,460000
718,Spanish Civil War,4,,Falange,2,1936,1939,,2,2,460000
718,Spanish Civil War,4,235,Portugal,2,1936,1939,,2,2,
718,Spanish Civil War,4,255,Germany,2,1936,1939,,2,2,
718,Spanish Civil War,4,325,Italy,2,1936,1939,,2,2,
720,Greek Civil War,4,200,United Kingdom,1,1944,1945,,1,2,
720,Greek Civil War,4,350,Greece,1,1944,1945,,1,2,67970
720,Greek Civil War,4,,Communists,2,1944,1945,,1,2,67970
721,Polish Ukrainians,5,290,Poland,1,1945,1947,,1,2,19700
721,Polish Ukrainians,5,365,USSR,1,1945,1947,,1,2,
721,Polish Ukrainians,5,,UPA,2,1945,1947,,1,2,19700
722,Ukrainian Partisans,5,365,USSR,1,1945,1947,,1,2,
722,Ukrainian Partisans,5,,UPA,2,1945,1947,,1,2,
723,Forest Brethren,5,365,USSR,1,1945,1951,,1,2,32400
723,Forest Brethren,5,,Baltic Guerillas,2,1945,1951,,1,2,32400
725,"Chinese Civil War,Phase 2",4,710,China,1,1946,1950,,2,7,1200000
725,"Chinese Civil War,Phase 2",4,,Communists,2,1946,1950,,2,7,1200000
726,Taiwan Revolt,5,710,China,1,1947,1947,,1,7,1250
726,Taiwan Revolt,5,,Taiwanese,2,1947,1947,,1,7,1250
727,Paraguay,4,150,Paraguay,1,1947,1947,,1,1,
727,Paraguay,4,,Leftists,2,1947,1947,,1,1,
728,Yemeni Imamate,4,678,Yemen,1,1948,1948,,1,6,
728,Yemeni Imamate,4,,Anti-Imam Coalition,2,1948,1948,,1,6,
730,Costa Rica,4,94,Costa Rica,1,1948,1948,,2,1,2000
730,Costa Rica,4,,National Union Party,2,1948,1948,,2,1,2000
732,First Burmese,5,775,Burma,1,1948,1951,,1,7,
732,First Burmese,5,775,Burma,1,1948,1951,,1,7,
732,First Burmese,5,,Karens,2,1948,1951,,1,7,
732,First Burmese,5,,Communists,2,1948,1951,,1,7,
733,South Moluccas,5,850,Indonesia,1,1950,1950,,1,7,
733,South Moluccas,5,,Moluccans,2,1950,1950,,1,7,
735,Hukbalahap Rebellion,4,840,Philippines,1,1950,1954,,1,7,11300
735,Hukbalahap Rebellion,4,,Huks,2,1950,1954,,1,7,11300
737,Bolivia,4,145,Bolivia,1,1952,1952,,2,1,
737,Bolivia,4,,Leftists,2,1952,1952,,2,1,
738,Indonesia Darul Islam,4,850,Indonesia,1,1953,1953,,1,7,2700
738,Indonesia Darul Islam,4,,Darul Islam,2,1953,1953,,1,7,2700
740,Argentine Military,4,160,Argentina,1,1955,1955,,2,1,
740,Argentine Military,4,,Military,2,1955,1955,,2,1,
741,Tibetan Khamba Rebellion,5,710,China,1,1956,1959,,1,7,16000
741,Tibetan Khamba Rebellion,5,,Khamba Tibetans,2,1956,1959,,1,7,16000
742,Indonesian Leftists,4,850,Indonesia,1,1956,1962,,1,7,27200
742,Indonesian Leftists,4,,Leftists,2,1956,1962,,1,7,27200
743,First Lebanese,4,2,United States of America,1,1958,1958,,1,6,
