Stewing Around from Program Eight,1972,35mm slide dissolve transferred to video (black and white |  silent),4:13,Gift of the artist,Video,Media and Performance Art,7/1/1997,Y,120506
Whipping into Shape from Program Eight,1972,Video (black and white |  sound),5:35,Gift of the artist,Video,Media and Performance Art,7/1/1997,Y,120507
Landslide #2 from Program Eight,1972,Super 8mm film transferred to video (black and white |  silent),6,Gift of the artist,Video,Media and Performance Art,7/1/1997,Y,120508
Parallel Arcs from Program Eight,1970,Super 8mm film transferred to video (black and white |  silent),2:35,Gift of the artist,Video,Media and Performance Art,7/1/1997,Y,120509
Broad Jump from Program Eight,1969,Super 8mm film transferred to video (black and white |  silent),2:20,Gift of the artist,Video,Media and Performance Art,7/1/1997,Y,120510
Slow Punch from Program Eight,1970,Super 8mm film transferred to video (black and white |  silent),1:02,Gift of the artist,Video,Media and Performance Art,7/1/1997,Y,120511
Rocks in Navel from Program Eight,1970,Super 8mm film transferred to video (black and white |  silent),2,Gift of the artist,Video,Media and Performance Art,7/1/1997,Y,120512
Program Eight,1969-1972,Eight videos (black and white |  silent and sound),28,Gift of the artist,Video,Media and Performance Art,7/1/1997,Y,120513
Untitled |  Programme 2 from Ian Breakwell's Continuous Diary,1986,Video (color |  sound),2:46,Purchase,Video,Media and Performance Art,7/14/1987,Y,120515
The Walking Man |  Programme 3 from Ian Breakwell's Continuous Diary,1986,Video (color |  sound),5:05,Purchase,Video,Media and Performance Art,7/14/1987,Y,120516
Growth |  Programme 10 from Ian Breakwell's Continuous Diary,1986,Video (color |  sound),12:39,Purchase,Video,Media and Performance Art,7/14/1987,Y,120517
October 12th 1982 |  Programme 9 from Ian Breakwell's Continuous Diary,1986,Video (color |  sound),6:55,Purchase,Video,Media and Performance Art,7/14/1987,Y,120518
Video Tape Study No. 3,1967-1969/1992,Video (black and white |  sound),4:01,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,3/15/1999,Y,120519
Beatles Electroniques,1966-1972/1992,Video (color |  sound),2:59,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,3/15/1999,Y,120520
Electronic Moon No. 2,1966-1972/1992,Video (color |  sound),4:52,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,3/15/1999,Y,120521
Electronic Fables,1965-1971/1992,Video (color |  sound),10,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,3/15/1999,Y,120522
Waiting for Commercials,1966-1972/1992,Video (color |  sound),6:41,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,3/15/1999,Y,120523
Electronic Yoga,1966-1972/1992,Video (color |  sound),8:18,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,3/15/1999,Y,120524
Video-Film Concert,1966-1972/1992,Six videos (black and white and color |  sound),35,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,3/15/1999,Y,120525
Returning to Fuji,1984,Video (color |  sound),8:33,Acquired through the generosity of Margot and John Ernst,Video,Media and Performance Art,6/7/1983,N,120526
Desert,1985,Video (color |  silent),12:35,Acquired through the generosity of Margot and John Ernst,Video,Media and Performance Art,6/7/1983,N,120527
Landscape,1983,Video (color |  sound),5:42,Acquired through the generosity of Margot and John Ernst,Video,Media and Performance Art,6/7/1983,N,120528
Halfsleep,1984,Video (color |  sound),16:43,Acquired through the generosity of Margot and John Ernst,Video,Media and Performance Art,6/7/1983,N,120529
Eye Watching,1984,Video (color |  sound),7:55,Acquired through the generosity of Margot and John Ernst,Video,Media and Performance Art,6/7/1983,N,120530
Selected Works II,1981-1985,Five videos (color |  sound and silent),50:51:00,Acquired through the generosity of Margot and John Ernst,Video,Media and Performance Art,6/7/1983,N,120531
Blue Swee (Some Thoughts on the U.S. Invasion of Granada) from Dissonant Landscapes,1984,Video (color |  sound),3:32,Purchase,Video,Media and Performance Art,7/13/1987,Y,120532
Run (It's a Long Way If You're Walking) from Dissonant Landscapes,1985,Video (color |  sound),3:41,Purchase,Video,Media and Performance Art,7/13/1987,Y,120533
Beggar's Prayer from Dissonant Landscapes,1986,Video (color |  sound),2:45,Purchase,Video,Media and Performance Art,7/13/1987,Y,120534
Dissonant Landscapes,1984-1986,Four videos (color |  sound),14:39,Purchase,Video,Media and Performance Art,7/13/1987,Y,120536
Exclusive Memory Part 1 (7-11-12),1987,Video (black and white |  sound),60:53:00,Purchase,Video,Media and Performance Art,12/1/1988,Y,120537
Exclusive Memory Part 2 (5-8-16),1987,Video (black and white |  sound),61:23:00,Purchase,Video,Media and Performance Art,12/1/1988,Y,120538
Exclusive Memory Part 3 (4-9-19),1987,Video (black and white |  sound),57:17:00,Purchase,Video,Media and Performance Art,12/1/1988,Y,120539
Exclusive Memory,1987,Three videos (black and white |  sound),179,Purchase,Video,Media and Performance Art,12/1/1988,Y,120540
My Life,1974-1978,Two-channel video (black and white |  sound),30,Gift of the artist,Installation,Media and Performance Art,4/19/1979,Y,120541
Sunstone,1979,Video (color |  sound),2:57,Acquired through the generosity of Barbara Pine,Video,Media and Performance Art,3/25/1980,Y,120542
Crossings and Meetings,1974,Video (color |  sound),27:33:00,Gift of of Barbara Pine and the American Film Institute,Video,Media and Performance Art,11/10/1976,Y,120543
Sharkey's Day,1984,Video (color |  sound),4:30,Gift of Warner Bros. Records,Video,Media and Performance Art,1/2/1986,Y,120544
Video Letter,1982-1983,Video (color |  sound),75,Purchase,Video,Media and Performance Art,1/1/1986,Y,120545
Healthcare: Your Money or Your Life,1978,Video (color |  sound),60,,Media,Film,1/1/1979,N,120546
Father and His Three Sons - The Bartos Family (Private Hungary 1),1988,9.5mm film transferred to video (color |  sound),61,Acquired through the generosity of Agnes Gund,Video,Media and Performance Art,5/12/1998,Y,120547
Dusi and Jeno (Private Hungary 2),1989,8mm film transferred to video (color |  sound),45,Acquired through the generosity of Agnes Gund,Video,Media and Performance Art,5/12/1998,Y,120548
Either-Or (Private Hungary 3),1989,Film transferred to video (color |  sound),43,Acquired through the generosity of Agnes Gund,Video,Media and Performance Art,5/12/1998,Y,120549
The Diary of Mr. N: 1938-1967 (Private Hungary 4),1990,9.5mm film transferred to video (color |  sound),60,Acquired through the generosity of Agnes Gund,Video,Media and Performance Art,5/12/1998,Y,120550
Bourgeois Dictionary (Private Hungary 7),1992,Film transferred to video (color |  sound),49,Acquired through the generosity of Agnes Gund,Video,Media and Performance Art,5/12/1998,Y,120551
The Notes of a Lady (Private Hungary 8),1994,Film transferred to video (black and white |  sound),48,Acquired through the generosity of Agnes Gund,Video,Media and Performance Art,5/12/1998,Y,120552
Free Fall (Private Hungary 10),1996,8mm film transferred to video (black and white and color |  sound),75,Acquired through the generosity of Agnes Gund,Video,Media and Performance Art,1/1/2000,Y,120554
Through Fields of Blue,1979,Three-channel video (color |  sound),30,Purchase,Installation,Media and Performance Art,11/18/1981,Y,120556
Out of Phoenix Bridge,1997,Video (color |  sound),120,Purchase,Video,Media and Performance Art,3/15/1999,Y,120557
Pilobolus and Joan,1973,Video (color |  sound),57:40:00,Gift of the Emshwiller Family,Video,Media and Performance Art,5/12/1998,Y,120558
Bumming in Beijing: The Last Dreamers,1990,Video (color |  sound),70,,Video,Film,4/5/1999,N,120559
Conversation Styles: Dumb Talk |  Balance,1984,Video (color |  sound),3:25,Purchase,Video,Media and Performance Art,1/1/1986,Y,120560
Venus de Fogo (Venus Fire),1993,Video (color |  sound),45,Purchase,Video,Media and Performance Art,11/22/1994,Y,120561
Perfect Leader,1983,Video (color |  sound),4,Purchase,Video,Media and Performance Art,9/1/1984,Y,120562
Sensible Shoes,1983,16mm film transferred to video and video (black and white and color |  sound),11:10,Acquired through the generosity of Margot and John Ernst,Video,Media and Performance Art,6/12/1984,Y,120564
The Pursuit of Happiness,1983,Video (color |  sound),58:45:00,Purchase,Media,Film,,N,120565
Roam Sweet Home,1996,Video (color |  sound),58,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,11/15/2000,Y,120566
The Giant (Der Riese),1983,Video (black and white and color |  sound),82,,Video,Media and Performance Art,9/1/1984,Y,120567
The Two of Triangles,1975,Video (black and white |  sound),2:38,Acquired through the generosity of Barbara Pine,Video,Media and Performance Art,6/15/1979,Y,120568
Some Call It Bad Luck,1982,Video (color |  sound),50,Purchase,Video,Media and Performance Art,7/24/1984,Y,120569
Information Withheld,1983,Video (color |  sound),28:27:00,Purchase,Video,Media and Performance Art,9/1/1984,Y,120570
Merce by Merce by Paik Part Two: Merce and Marcel,1978,Video (color |  sound),13:05,Gift of the artists,Video,Media and Performance Art,1/1/1992,Y,120572
Gotta Make This Journey: Sweet Honey in the Rock,1983,Video,58,,Video,Film,1/1/1989,N,120573
Kikiriki,1983,Video (color |  sound),11:57,Purchase,Video,Media and Performance Art,9/1/1984,Y,120574
Video Girls and Video Songs for Navajo Sky,1973,Video (black and white and color |  sound),31:56:00,Purchase,Video,Media and Performance Art,6/4/2002,Y,120575
Chanoyu,1983,Video (color |  sound),11,Acquired through the generosity of Margot and John Ernst,Video,Media and Performance Art,7/24/1984,Y,120576
The 21st Annual World Eskimo-Indian Olympics,1983,Video (color |  sound),30,Purchase,Video,Media and Performance Art,4/10/2003,Y,120577
Carmen,1991,Video (color |  sound),15,Gift of the artist,Video,Media and Performance Art,1/1/2002,Y,120578
The Story of Feniks and Abdullah,1988,Video (color |  sound),18,Purchase,Video,Media and Performance Art,9/1/1988,Y,120579
Der Westen Lebt (The West is Alive),1983,Video (color |  sound),4:30,Purchase,Video,Media and Performance Art,7/23/1984,Y,120580
No. 16 |  Barkhor South Street,1996,Video (color |  sound),100,,Video,Media and Performance Art,3/15/1999,Y,120581
Kick the World,1974,Video (black and white |  sound),20,Gift of the artist,Video,Media and Performance Art,4/19/1979,Y,120582
Tokyo Days,1988,Video (color |  sound),20:15,Gift of the artist,Video,Media and Performance Art,11/11/1994,Y,120583
Video Installations 1970-1994,1994,Video (color |  sound),19:47,Purchase,Video,Media and Performance Art,6/4/2002,Y,120584
Trip to Korea,1984,Video (color |  sound),9:05,Purchase,Video,Media and Performance Art,6/4/2002,Y,120585
Split,1981,Video (color |  sound),20,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,5/1/1998,Y,120586
Elephant Games,1985,Video (color |  sound),27:42:00,Purchase,Video,Media and Performance Art,4/10/2003,Y,120587
New Frontier,1983,Video (color |  sound),5,,Video,Media and Performance Art,9/23/1984,Y,120588
Europe on 1/2 Inch a Day,1972,Video (black and white and color |  sound),30:48:00,,Video,Media and Performance Art,6/12/2002,Y,120589
Document on Hygiene No. 3,1991,Video (color |  silent),36:49:00,Acquired through the generosity of Sylvia de Cuevas,Video,Media and Performance Art,5/12/1998,Y,120590
La Danse des Mots,1984,Video (color |  sound),7,Gift of Island Records,Video,Media and Performance Art,1/1/1986,N,120593
Songs of the 80's,1983,Five videos (color |  sound),15:53,Acquired through the generosity of Margot and John Ernst,Video,Media and Performance Art,9/1/1984,Y,120594
Nuclear Outpost,1984,Video (color |  sound),29,Gift of the artist,Video,Media and Performance Art,1/1/1988,Y,120596
Earle Murphy's Winter Olympics,1980,Video (color |  sound),29:20:00,Purchase,Video,Media and Performance Art,3/24/2003,Y,120598
The Clarks,1978,Video (color |  sound),30,,Video,Media and Performance Art,10/31/1988,Y,120602
Spin Out,1983,Video (color |  sound),16:02,Purchase,Video,Media and Performance Art,9/15/1984,Y,120603
As If Memories Could Deceive Me,1986,Video (black and white and color |  sound),17:29,Purchase,Video,Media and Performance Art,9/1/1986,N,120604
Tongues: Savage/Love,1981,Video (color |  sound),25:39:00,Purchase,Video,Media and Performance Art,11/16/1981,Y,120605
Hard Scratch,1984-1985,Video (color |  sound),5,,Video,Media and Performance Art,3/18/1986,Y,120606
Berlin 1990,1990,Video (color |  sound),20:35,Gift of the artist,Video,Media and Performance Art,11/11/1994,Y,120607
Interviews with Interviewers...about Interviewing,1985,Video (color |  sound),51:35:00,Purchase,Video,Media and Performance Art,3/24/2003,Y,120608
Rocking the Great Walls,1993,Video (color),27,,Video,Media and Performance Art,3/30/1999,Y,120610
SoHo SoAp/Rain Damage,1985,Video (color |  sound),8:25,,Video,Media and Performance Art,4/10/2001,Y,120611
Friends of Minamata Victims - Video Diary,1972,Video (black and white |  sound),20,Gift of the artist,Video,Media and Performance Art,4/19/1979,Y,120612
Wax or The Discovery of Television Among Bees,1991,Video (black and white and color |  sound),85,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,12/17/1997,N,120613
Primarily Speaking,1981-1983,Video (color |  sound),19:23,Purchase,Video,Media and Performance Art,8/5/1999,Y,120614
The Marriage of YASUSHI,1986,Video (color |  sound),23:20,Acquired through the generosity of Barbara Sahlman,Video,Media and Performance Art,5/12/1998,Y,120615
Disarmament Video Survey,1982,Video (color |  sound),30,Purchase,Video,Film,3/15/1989,N,120616
Cuba |  the People,1974,Video (color |  sound),58:14:00,,Media,Film,2/9/1989,N,120617
The History of Physics,1982,Video (color |  sound),20,,Video,Media and Performance Art,7/23/1984,Y,120619
Shut the Fuck Up,1984,Video (color |  sound),14,Gift of the artist,Video,Media and Performance Art,11/3/1999,Y,120620
Possibly in Michigan,1983,Video (color |  sound),11:40,Purchase,Video,Media and Performance Art,7/23/1984,Y,120621
Mona Lisa,1973,Video (color |  sound),3:30,Gift of the artist,Video,Media and Performance Art,4/19/1979,Y,120622
From Chris to Christo,1985,Video (color |  sound),24,Gift of the artist,Video,Media and Performance Art,11/11/1994,N,120623
Matta,1985,Video (color |  sound),17:18,Gift of the artist,Video,Media and Performance Art,11/11/1994,Y,120624
This is a History of New York,1988,Video (black and white |  sound),22:36,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,10/15/1999,Y,120625
When I Was a Worker Like LaVerne,1976,Video (black and white |  sound),30,Purchase,Video,Media and Performance Art,4/10/2003,Y,120626
Histoire(s) du Cinéma |  Chapter 1A: Toutes les histoires,1988,Video (color |  sound),52,Gift of Channel Four Television,Video,Media and Performance Art,10/15/1993,Y,120627
Foot No. 3,1977,Video (black and white |  silent),10,Gift of the artist,Video,Media and Performance Art,1/1/1979,Y,120628
Revolving Upside Down,1968,Video (black and white |  sound),60,Purchase,Video,Media and Performance Art,8/1/1995,Y,120629
Foot No. 4,1978,Video (color |  silent),10,Gift of the artist,Video,Media and Performance Art,1/1/1979,Y,120630
Minami (South Wind),1984,Video (color |  sound),9,Purchase,Video,Media and Performance Art,1/1/1986,Y,120631
...!?ET?,1984,Video (color |  sound),8:15,,Video,Media and Performance Art,1/1/1986,Y,120632
Black and Light,1987,Video (color |  sound),53,Purchase,Video,Media and Performance Art,12/5/1988,Y,120633
Homage to Magritte,1974,16mm film (color |  sound),10,Purchase,Film,Film,6/1/1991,N,120670
Ma Bell,1971,Video (black and white |  sound),7:06,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,8/30/2005,N,120699
Spit - Not Looking in Camera,1974,Video (black and white |  sound),2:32,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,8/30/2005,N,120700
Up Down Penis Show,1974,Video (black and white |  sound),2:12,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,8/30/2005,N,120701
Zippedy Doo Dance,1974,Video (black and white |  sound),2:12,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,8/30/2005,N,120702
Icicle Slobber,1975,Video (black and white |  sound),1:05,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,8/30/2005,N,120703
Pipe Shadow,1975,Video (black and white |  sound),4:53,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,8/30/2005,N,120704
Upside Down Pitting - Bat,1975,Video (black and white |  sound),3:22,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,8/30/2005,N,120705
Drawing - Semen Drawing,1975,Video (black and white |  sound),1:30,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,8/30/2005,N,120706
Spitting on the Camera Lens,1974,Video (black and white |  sound),1,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,8/30/2005,N,120707
Upside Down Pipe,1975,Video (black and white |  sound),0:30,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,8/30/2005,N,120708
Spinning [excerpt],1970-1971,Video (black and white |  sound),1:56,Acquired through the generosity of Barbara Wise,Video,Media and Performance Art,8/30/2005,N,120709
finally destroy us,1991,Video (black and white and color |  sound),4,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,10/15/2000,Y,120710
Nation,1992,Video (color |  sound),1,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,10/15/2000,Y,120711
Darling Child,1993,Video (black and white and color |  sound),1:42,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,10/15/2000,Y,120712
Nomads,1993,Video (black and white and color |  sound),4:46,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,10/15/2000,Y,120713
Confirmed Bachelor,1994,Video (black and white and color |  sound),2:37,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,10/15/2000,Y,120714
Information Gladly Given but Safety Requires Unnecessary Conversation,1995,Video (color |  sound),1:03,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,10/15/2000,Y,120715
I hung back |  held fire |  danced and lied,1995,Video (black and white and color |  sound),4:50,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,10/15/2000,Y,120716
Dark Cave,1998,Video (black and white and color |  sound),2:58,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,10/15/2000,Y,120717
Give Me Your Future,1999,Video (color |  sound),8:50,Gift of the Jerome Foundation in honor of its founder |  Jerome Hill,Video,Media and Performance Art,10/15/2000,Y,120718
Barbed Hula,2000,Video (color |  silent),2,Fund for the Twenty-First Century,Video,Media and Performance Art,3/12/2008,Y,121491
Day Done,2007,Video (color |  sound),17:23,Fund for the Twenty-First Century,Video,Media and Performance Art,3/12/2008,Y,121492
DeadSee,2005,Video (color |  silent),11:37,Fund for the Twenty-First Century,Video,Media and Performance Art,3/12/2008,Y,121493
Cycle Spun,2007,Three videos (color |  sound and silent),2  |  11:37  |  16:20  (respectively),Fund for the Twenty-First Century,Video,Media and Performance Art,3/12/2008,Y,121494
The MoMA Wall,2003,Video (color |  sound),Duration: 2  |  45 sec.,Gift of the architects,A&D Architectural Model,Architecture & Design,11/10/2008,Y,121495
Haste Makes Waste,1973,Video (black and white |  silent),4,Acquired through the generosity of James and Kara Moore in honor of Oliver Moore,Video,Media and Performance Art,10/8/2008,Y,122006
Inventory,1972,Video (black and white |  sound),23:50,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122007
4th ^Light^,2006,Digital video (color |  silent),14,Acquired through the generosity of Maja Oeri and Hans Bodenmann,Installation,Media and Performance Art,10/8/2008,Y,122009
1st ^Light^,2005,Digital video (color |  silent),14,Acquired through the generosity of Maja Oeri and Hans Bodenmann,Installation,Media and Performance Art,10/8/2008,Y,122010
East Coast |  West Coast,1969,Video (black and white |  sound),22,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122012
Shapes,1972,16mm film transferred to video (color |  sound),8:43,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122013
Moonwalk,2008,Video (color |  sound),3:30,Fund for the Twenty-First Century,Video,Media and Performance Art,10/8/2008,Y,122014
Paralyzed,2003,Video (color |  sound),3:06,Fund for the Twenty-First Century,Video,Media and Performance Art,10/8/2008,Y,122015
Reality Properties: Fake Estates,1975,Video (black and white |  sound),7,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122016
Program Four: Sauna View,1973,Video (black and white |  sound),61:30:00,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122017
Food,1972,16mm film transferred to video (black and white |  sound),43,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122018
Program One: Chinatown Voyeur,1971,Video (black and white |  sound),60,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122020
Program Two: Open House,1972,Super 8 film transferred to video (color |  silent),41,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122021
Program Two: Tree Dance,1971,16mm film transferred to video (black and white |  silent),9:32,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122022
Als waer's von Beckett (As if it was from Beckett),1975,16mm film transferred to video (black and white |  sound),24:08:00,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122023
Soziale Plastik (Social Sculpture),1969,16mm film transferred to video (black and white |  silent),10:13,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122024
Weg zum Nachbarn (Way to the neighbour),1968,16mm film transferred to video (black and white |  sound),9:09,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122025
Die Treppe (The Stairs),1967,16mm film transferred to video (black and white |  sound),6:29,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122026
Selbstschuesse (Self shots),1967,16mm film transferred to video (black and white |  sound),6:13,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122027
The Balloon,1977,8mm film transferred to video (color |  silent),5:22,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122028
Elke Allowing the Floor to Rise Up Over Her |  Face Up,1973,Video (color |  sound),39,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122029
Pinchneck,1968,16mm film transferred to video (color |  silent),2,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122030
Slow Angle Walk (Beckett Walk),1968,Video (black and white |  sound),60,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122031
Walk with Contrapposto,1968,Video (black and white |  sound),60,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122032
Thighing (Blue),1967,16mm film transferred to video (color |  sound),4:36,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122033
Figure 3,2008,16mm film (black and white and color |  silent),16,Fund for the Twenty-First Century,Installation,Media and Performance Art,10/8/2008,Y,122035
Floating Island to Travel Around Manhattan Island,2005,Video (color |  sound),16,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122036
Sheds,2004,Video (color |  sound),22,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122037
Rundown,1994,Video (color |  sound),12,Gift of Jerry I. Speyer and Katherine G. Farley |  Anna Marie and Robert F. Shapiro |  and Marie-Josée and Henry R. Kravis,Video,Media and Performance Art,10/8/2008,Y,122038
By the Window,2008,16mm film transferred to video (color |  sound),8:30,Fund for the Twenty-First Century,Installation,Media and Performance Art,10/8/2008,Y,122039
Touching the Void,2003,35mm film (color |  sound),107,Gift of IFC Films,Film,Film,3/3/2008,Y,122054
Twelve and Holding,2005,35mm film (color |  sound),94,Gift of IFC Films,Film,Film,3/3/2008,Y,122055
Y tu mamá también,2001,35mm film (color |  sound),106,Gift of IFC Films,Film,Film,3/3/2008,Y,122056
autoreverse,2004-2005,Video (color |  sound),Duration: 10  |  54 sec.,Gift of the designer,A&D Graphic Design,Architecture & Design,11/10/2008,Y,122085
This Nervous Thing,1991,Video (color |  sound),15:26,Gift of the artist,Video,Media and Performance Art,1/1/1992,N,122093
Program 6,1974-1976,Video (black and white and color |  sound),50:30:00,Purchase,Video,Media and Performance Art,12/10/2007,N,122297
Program 7,1974-2005,Video (black and white and color |  silent and sound),44,Purchase,Video,Media and Performance Art,12/10/2007,N,122298
Program 5,1971-1976,Video (black and white and color |  sound),60:50:00,Purchase,Video,Media and Performance Art,12/10/2007,N,122299
Program 3,1971-1975,Video (black and white and color |  silent and sound),45:45:00,Purchase,Video,Media and Performance Art,12/10/2007,N,122300
Janauba,1993,Video (color |  sound),17:40,Gift of the artist,Video,Media and Performance Art,1/1/1993,N,122307
Seven from Three for Go,1981,Video (black and white |  sound),13,Gift of the artist,Video,Media and Performance Art,10/4/1982,N,122308
To Whom it May Concern,1991,Video (color |  sound),72,Purchase,Video,Media and Performance Art,8/2/1988,Y,122309
¡Ay Sudamérica!,1981,Video (black and white and color |  sound),12,Gift of the artists,Video,Media and Performance Art,10/4/1982,Y,122312
Inversión de Escena (Inversion of Scene),1979,Video (black and white |  sound),20,Gift of the artists,Video,Media and Performance Art,10/4/1982,Y,122313
Make a Wish,1984,Video (color |  sound),28,,Video,Media and Performance Art,12/1/1988,N,122314
Monsieur Leon,1986,Video (color |  sound),13:20,Purchase,Video,Media and Performance Art,9/23/1988,N,122315
I Want to Live in the Country (And Other Romances),1976,Video (color |  sound),24:06:00,Purchase,Video,Media and Performance Art,2/15/1992,N,122316
Glass Puzzle,1973,Video (black and white |  sound),17:27,Puchase,Video,Media and Performance Art,2/15/1992,Y,122317
Left Side Right Side,1972,Video (black and white |  sound),8:50,Purchase,Video,Media and Performance Art,2/15/1992,N,122318
Upsidedown and Backwards,1980,Video (color |  sound),29:03:00,Purchase,Video,Media and Performance Art,2/15/1992,N,122319
L'Incident Jones,1986,Video (color |  sound),9,Purchase,Video,Media and Performance Art,9/23/1988,N,122320
Videos de Castillito: Ciudad Guayana,1979,Video (color |  sound),27,Gift of the artists,Video,Media and Performance Art,10/4/1982,Y,122321
Acting Out,1981,Video (color |  sound),50,Gift of the artist,Video,Media and Performance Art,10/4/1982,Y,122322
In Pulso,1978,Video (color |  sound),30,Gift of the artist,Video,Media and Performance Art,10/4/1982,Y,122323
